SYMBOL,2D 1,2D 2,2D 3,2D 4,2D 5,3D 1,3D 2,3D 3,3D 4,3D 5,InVivo 1,InVivo 2,InVivo 3,InVivo 4
A1BG,0.640673435,0.601761916,0.523094366,0.500329063,0.935882943,1.80594206,1.286591084,1.30805743,0.985474527,1.160952864,1.335069449,1.265149639,1.162501023,0.647335237
A1BG-AS1,0.954855642,0.787366385,1.101040447,0.829001048,0.996487475,1.53714405,1.312855413,1.425858338,1.260205177,1.386468789,0.79472856,0.683505228,0.453038389,0.344641989
A1CF,1.431378802,1.285574329,1.19589576,1.620290935,1.450915881,2.664130731,2.612256663,2.637196297,2.945296499,2.613586077,3.09848193,2.911849593,3.057479709,3.236009503
A2M-AS1,0.478299169,0.80180731,0.772107511,0.917450457,0.693845538,1.451553935,1.36399175,1.475277615,1.380155821,1.386468789,1.284103524,1.622141229,1.418576978,1.415392543
A4GALT,3.543333715,3.670597875,3.517778264,3.640595127,3.511086197,3.952057992,3.952480535,3.890935597,3.802753254,3.869874156,2.74351958,3.26015815,3.253677264,3.145701105
AAAS,6.759108439,6.825089966,6.7946707,6.779756534,6.835735827,6.06693943,6.208415629,6.122628313,6.127904678,6.149053304,6.21473621,6.352120457,6.359677712,6.243367041
AACS,6.411595063,6.351929685,6.385664891,6.334937464,6.380796945,7.206241183,7.182640652,7.13306296,7.108783586,7.197541506,7.099572467,7.097326189,7.083669128,6.909854842
AADAC,2.714016199,2.387688491,2.391783858,2.690738517,2.727744359,4.442054817,4.108682689,4.125702456,4.130010436,4.215668809,5.594599712,5.832903218,5.538231801,5.512563207
AADAT,3.342181182,3.274713137,3.25054313,3.305740914,3.364736464,3.236002466,3.007513465,3.144504825,3.407308351,3.451227367,3.859959099,3.732513316,3.752075236,3.977544145
AAGAB,7.316788497,7.313328942,7.330919191,7.361528692,7.317839056,6.623748782,6.705367979,6.747928676,6.692926564,6.632845012,6.877253225,6.87031388,6.889348094,6.899401355
AAK1,4.864509475,5.010428468,4.695254867,4.862703209,4.815615754,5.377610863,5.31452967,5.322687586,5.553803954,5.54074075,5.712526425,5.462294851,5.442791551,5.485545294
AAMDC,2.407333685,2.81535017,2.51253402,2.458245943,2.536907566,3.326933153,3.343155215,3.222550898,2.905865255,3.015701466,2.852485971,2.682936223,2.783158794,2.667121739
AAMP,6.698157605,6.767396146,6.754886757,6.695407233,6.78874482,6.445212992,6.42931689,6.388343303,6.394044955,6.495218832,6.4414613,6.452545628,6.425295995,6.415352736
AAR2,5.897152858,5.873832496,5.91333043,5.864451987,5.896340902,5.700795667,5.72715587,5.745974113,5.723429004,5.80042899,5.763029815,5.703015573,5.864299249,5.701693302
AARS2,4.774899405,4.820490206,4.842843779,4.725839696,4.83565881,4.138576626,4.360787227,4.37227013,4.43248775,4.275137777,4.251288712,4.348911535,4.085315626,4.214826797
AARSD1,5.754921722,5.720614048,5.828109285,5.735092519,5.84060866,5.480520655,5.404291051,5.419063851,5.386675357,5.442564262,5.62844915,5.753850164,5.779630113,5.623695072
AASDH,3.634285097,3.447682127,3.579396906,3.501263467,3.657148193,3.535430895,3.471109806,3.554010387,3.401019471,3.525784261,3.350469037,3.421662447,3.344226568,3.176436318
AASDHPPT,6.106717852,6.107930084,6.210520429,6.167445571,6.071357501,5.727340499,5.629313373,5.826729928,5.827334425,5.557063159,5.566438883,5.509686013,5.46836893,5.561250376
AATF,7.850302878,7.78233274,7.847021525,7.814375991,7.938111259,7.292697637,7.386898211,7.328928691,7.381161188,7.358080417,7.002413007,7.096356389,6.953613734,7.002107057
ABAT,-0.827977736,-0.661838876,-0.263436133,-0.385377843,-0.327646913,0.896875851,0.72699918,0.410483718,0.171492754,0.613377056,0.469336959,0.789710055,0.523629637,0.546365808
ABCA1,2.904208774,2.853973767,2.676594323,2.95500654,2.893076891,3.627203977,3.100908604,3.197001804,3.489629487,3.434496593,4.024256233,3.951400778,4.213627449,3.998718978
ABCA10,-2.111504961,-3.413821196,-1.497689387,-2.207824886,-1.499696771,-0.188384738,-0.903090089,-0.845035339,-0.640102566,-1.16717567,0.308621718,0.307973376,0.18915561,0.219048405
ABCA11P,1.747307016,1.829458892,1.55407487,1.948827883,1.822997178,1.466758063,1.529916117,1.287315327,1.232138753,1.386468789,1.78950003,1.578358308,1.939038036,2.038140548
ABCA12,3.709419997,3.338010039,3.333355247,3.721986619,3.570100952,3.530801283,4.021789267,3.957658289,4.230963881,4.128897982,4.326678405,3.678239769,4.510129391,4.157780684
ABCA2,6.048480828,5.968478753,5.884631702,5.969901947,5.986127976,7.350160117,7.410843548,7.218078558,7.223039376,7.441458359,6.833244474,6.848208207,6.838043832,7.047613047
ABCA3,6.048997505,6.129200096,5.978630618,6.01876037,6.020826296,7.503931821,7.496943883,7.300934014,7.324967467,7.503332849,6.73901266,6.563844109,6.593007432,6.530197392
ABCA5,3.696286842,3.585518699,3.33930446,3.583165068,3.383011891,4.923867716,4.677398808,4.721084169,4.793409372,4.80150911,4.89939577,4.647917613,4.707506963,4.626994331
ABCA7,4.515548517,4.366943152,4.359929252,4.398858342,4.4435339,5.5052218,5.598951712,5.418969136,5.457090488,5.598206246,5.605884863,5.774279952,5.633744606,5.552815327
ABCA8,-1.42022573,-0.702023414,-1.497689387,-0.886461478,-1.253986341,-0.982504737,-0.275685343,-0.472835851,-1.283047914,-0.628011159,0.667939183,0.598383971,0.887096797,1.245426498
ABCB10,5.602761022,5.662108323,5.660628413,5.630441746,5.55626244,5.369855278,5.416453816,5.504025663,5.534542138,5.348727007,5.26402451,5.149711306,5.207543548,5.221415663
ABCB4,-0.711382931,-0.743359392,-1.263279435,-0.886461478,-0.904565189,0.232387747,-0.275685343,0.305098505,-0.051840901,0.036182674,0.342229004,0.789710055,0.676036486,0.415064159
ABCB6,6.033416151,6.119505263,6.107532246,6.037794856,6.081884217,5.937378351,6.041267589,5.939972723,5.852326253,6.055863736,6.173323384,6.342337081,6.01023598,6.013493837
ABCB7,5.032768813,4.991655375,4.993799092,4.99731535,4.997123349,4.572790351,4.543789393,4.700451474,4.671998718,4.658993501,4.637046965,4.545524858,4.5972663,4.585609379
ABCB8,5.971533305,5.992283496,6.052916938,5.91754458,6.005425836,5.818480731,6.014512287,5.914445324,5.946018618,6.03048154,6.262692367,6.332486907,6.308532168,6.270132681
ABCB9,3.620446472,3.620562104,3.53602383,3.595133431,3.668367549,3.424999832,3.511357947,3.240527149,3.50730225,3.296876933,4.433828944,4.395911738,4.460011539,4.331698966
ABCC1,8.028933753,7.971055469,7.927343485,7.976205335,8.054564594,7.751325106,7.989213673,7.89338782,8.045453367,8.107839439,7.570368127,7.671871233,7.643110293,7.569650224
ABCC10,4.033563339,3.917674907,3.89830359,3.828478328,3.920638417,4.543213007,4.546558847,4.393313236,4.556500716,4.641605399,4.6404279,4.768090283,4.747382777,4.806916103
ABCC2,8.77923363,8.627385793,8.636972438,8.767040954,8.740801186,8.347674125,8.748131752,8.735357513,8.865613774,8.897887886,8.606532174,8.638575283,8.703603607,8.55340094
ABCC3,9.493910456,9.449350781,9.400098862,9.490397787,9.52464733,10.42220202,10.53227941,10.34629659,10.3783713,10.62671735,10.38156112,10.53459581,10.37177812,10.40548637
ABCC4,6.900947028,6.902924987,6.891226361,6.932016136,6.913230376,7.05484783,7.086008785,7.140740994,7.127712119,7.203972562,6.378573282,6.293528292,6.327154125,6.302615979
ABCC5,3.897888365,3.697878023,3.78081077,3.866006826,3.908073262,4.377770215,4.419374823,4.26921085,4.440175507,4.569878303,4.506032907,4.66720384,4.458510802,4.499098132
ABCC6,-0.210211259,0.433721635,0.547145249,0.033038471,0.392063332,1.759289472,1.891284816,1.172153142,1.633225366,1.864999776,2.556102155,2.933674467,2.76491578,2.65984114
ABCC8,0.29530447,-0.164055996,0.087027315,0.394729811,0.190996507,1.836276233,1.747722759,1.750841793,1.328071542,2.027597467,0.865776662,1.025349001,0.716779392,0.666708017
ABCD1,3.207965844,3.256480739,3.25054313,3.255722379,3.232406161,3.221711087,3.244270803,3.093985575,2.901416732,3.189293687,3.295771919,3.345347663,3.363599514,3.296332779
ABCD3,6.584073096,6.557914184,6.573090117,6.663969921,6.480966355,6.372041647,6.329938298,6.468322248,6.423430286,6.277501548,5.800535737,5.740743769,5.623066945,5.711053995
ABCD4,4.81676382,4.923956344,4.887174308,4.862703209,4.981466387,5.223331896,5.203976789,5.15463703,5.072992746,5.332563746,5.177070494,5.129627541,5.062949002,5.088569404
ABCE1,7.4210539,7.363018424,7.454255651,7.395610084,7.326717623,6.576236964,6.686031385,6.777779998,6.713690599,6.583235483,6.574666692,6.389548481,6.543258286,6.598933642
ABCF1,6.771058218,6.718045672,6.793858601,6.769561167,6.843180365,6.392919228,6.50708517,6.395581356,6.43770951,6.50566837,6.306447634,6.390603715,6.290932099,6.247393576
ABCF2,7.408224087,7.3543191,7.466878028,7.375583315,7.421766162,6.503968321,6.649464149,6.58688294,6.606063051,6.647800438,6.549710805,6.512421995,6.53188674,6.485895931
ABCF3,5.475550234,5.35878401,5.517113797,5.469906289,5.481375346,5.42078864,5.537634187,5.360166981,5.386428669,5.456238133,5.479444183,5.564012891,5.502995436,5.402761095
ABCG1,2.374730586,2.334051265,2.480591639,2.435127698,2.335809916,3.321582373,2.970870348,3.07807845,3.205584595,2.937112675,3.800754801,3.993681749,3.997101917,3.79592988
ABCG2,6.05723926,6.066295802,6.04429298,6.135276529,5.999515479,5.562480328,5.830760138,6.000828069,5.958384763,5.832710377,4.057515443,3.951400778,3.862866206,3.787105643
ABHD10,5.745389555,5.746179941,5.754331479,5.763665153,5.716618883,5.529791379,5.442707689,5.45944046,5.459362081,5.240276143,5.513952702,5.407050088,5.435944473,5.384595206
ABHD11,3.575249157,3.664684407,3.844940695,3.596622519,3.826959965,4.167198066,4.251311303,4.064451889,4.184119545,4.240906498,3.998140083,4.064155618,3.938020784,3.744437274
ABHD12,6.858249117,6.977768826,7.029649871,6.939809861,6.947211782,7.038837418,7.152962214,7.089591639,7.051464839,7.041391279,6.825096625,6.928506001,6.782150627,6.711645383
ABHD13,4.689992382,4.62928865,4.657658213,4.678110812,4.492750288,4.60947816,4.455188036,4.706930946,4.584520288,4.341256003,4.290552298,4.151406678,4.234822527,4.330181093
ABHD14A,3.001378647,3.101680219,3.093974447,3.139842126,3.094485007,3.283560717,3.494246047,3.289113568,3.093053983,3.213032198,3.415060642,3.656857907,3.286832002,3.441175314
ABHD14B,5.171149689,5.210398544,5.25840352,5.187185453,5.209145476,5.564180452,5.541804104,5.394290524,5.488571843,5.560922378,5.398892445,5.457267547,5.422921764,5.239317644
ABHD15,6.114143568,6.106840134,6.061489651,6.043538463,6.102709987,6.325018963,6.300298643,6.329093196,6.241813542,6.315004458,5.544951557,5.54518292,5.498621031,5.505183578
ABHD16A,4.836052109,4.83372681,4.916320566,4.863940329,4.804641702,5.111511165,5.156725531,5.073723412,5.055080839,5.121960697,4.801615777,4.952314595,4.793346844,4.789348439
ABHD17A,5.286060095,5.458425322,5.398188346,5.301622811,5.443782658,5.456622368,5.475775507,5.315073434,5.397527543,5.505930623,5.217245834,5.357182179,5.330777727,5.258597014
ABHD17B,5.220604692,5.146065349,5.211333377,5.276758818,5.104962911,5.202378372,5.039726652,5.180940598,5.12924117,5.155017008,4.564153176,4.728578197,4.610840565,4.774915499
ABHD17C,5.169249856,5.238537764,5.270907967,5.21411274,5.216807372,5.506401317,5.308831695,5.310825921,5.355052412,5.305215936,5.362505529,5.145966835,5.376790974,5.272889327
ABHD2,7.804985639,7.840974247,7.781348237,7.907453677,7.827883453,8.395806853,8.552000865,8.509273079,8.615563505,8.588919974,8.477199492,8.419313577,8.398401029,8.372682016
ABHD3,4.325626886,4.382639157,4.340781495,4.442570939,4.306633523,4.359610586,4.316042107,4.466929443,4.516335963,4.263817358,4.426013993,4.353248117,4.233068115,4.316447886
ABHD4,6.283093822,6.334032326,6.263885857,6.273423889,6.292313201,6.19535717,6.396689611,6.347042155,6.304225272,6.544388513,6.203351382,6.270211371,6.181934042,6.042053983
ABHD5,4.362674615,4.325065992,4.365770105,4.442570939,4.34792216,3.948591004,4.019797592,4.098362455,4.059888116,4.065113136,4.18800544,4.209965566,4.179418459,4.174794369
ABHD6,3.916128618,4.038445883,4.12357036,3.949953803,3.919073745,3.723664507,3.736638227,3.621414255,3.53628412,3.734274605,3.411107292,3.139808035,3.246738284,3.357218705
ABHD8,3.072223387,3.119083123,3.125300453,3.027457047,2.899438792,3.514479638,3.237431148,3.211656642,3.169041047,3.33704009,3.033106243,3.169620862,2.811650444,3.216423836
ABI1,6.388509899,6.35468707,6.36138692,6.422343302,6.37138811,6.348886268,6.324704372,6.437484235,6.38212116,6.294289977,6.025362257,5.978966002,6.005105159,6.011601139
ABI2,6.317809456,6.375050273,6.360290231,6.379085917,6.292917402,5.958647519,5.942743616,6.039846342,6.082942343,6.000672207,5.6865959,5.589049669,5.544611265,5.680407001
ABI3BP,-0.159667909,-0.250810234,-0.415421814,-0.014182401,-0.241133407,3.924085958,2.863911587,2.43348464,2.261531785,2.937112675,2.562888632,2.224436812,2.787946649,1.938058277
ABL1,7.021418455,7.065285394,7.034241517,6.983717961,7.027277947,6.597700448,6.83985872,6.673792213,6.772726254,6.858760697,6.931045058,6.94476144,6.937813709,7.043682293
ABL2,5.39085982,5.5197688,5.054727922,5.400417407,5.233899293,5.304229176,5.35853323,5.429193901,5.593642391,5.532116643,5.638374939,5.397633401,5.723949501,5.720354345
ABLIM1,7.139652168,7.228181391,7.062163302,7.157599523,7.146401902,7.008772664,7.241936079,7.302004377,7.32704215,7.287631813,8.263200983,8.222699642,8.215143243,8.08679529
ABLIM3,2.272252787,2.324081116,2.480591639,2.580676137,2.756065139,5.232626966,5.144895342,5.014361012,4.863695287,5.138583528,6.139673752,6.159425919,6.165930982,6.366948693
ABR,7.975033661,8.018195635,7.977199003,7.938464067,8.0374503,8.167877625,8.331485906,8.205803273,8.230505658,8.267503385,8.425591539,8.379872678,8.473879061,8.610631772
ABRACL,4.667288304,4.675111189,4.681270687,4.71970301,4.67158368,4.762441755,4.579384138,4.722363968,4.81130447,4.694559272,4.587111608,4.617595069,4.552949924,4.678005246
ABT1,4.59836283,4.814271316,4.854314455,4.658995844,4.808027233,4.41090054,4.325747864,4.342617332,4.429401139,4.306738163,4.548042111,4.615791386,4.726336058,4.652725233
ABTB1,3.929659044,3.939063083,3.908343201,3.81446955,3.945445109,5.119241644,4.968199845,4.806830053,4.781354788,4.943080943,4.33086967,4.465664249,4.379826118,4.388225817
ABTB2,5.028583326,4.978208399,5.076261025,4.946253244,5.008939445,5.116926846,5.230052457,5.148937611,5.177871458,5.163164081,4.650523425,4.646151467,4.754738327,4.804731808
ACAA1,6.088738621,6.186039557,6.134297519,6.038342852,6.158477598,6.174732406,6.253182475,6.124081528,6.10051373,6.249079253,5.986039153,6.101315184,6.068948879,6.040198409
ACAA2,6.242561769,6.354993121,6.33632161,6.363863677,6.302550371,6.14171432,6.131647982,6.169827976,6.046137017,6.041572189,5.979379821,5.966989623,5.971302524,6.013020895
ACACA,7.429411881,7.432527821,7.179558818,7.460733363,7.381288103,7.583904671,7.781271672,7.700210712,7.815498047,7.934243811,7.964234081,7.809604347,7.962664126,7.9423873
ACACB,4.26109025,4.385038842,4.167703071,4.26291967,4.306633523,4.726453662,4.558956019,4.482119312,4.559327289,4.680438002,5.437302766,5.274996925,5.507356616,5.479395897
ACAD10,5.292183373,5.163643083,5.218613585,5.248146423,5.258854178,5.425160925,5.472866645,5.331939527,5.463894564,5.579304274,5.655185544,5.792757129,5.677618321,5.548252867
ACAD11,3.6565071,3.640724879,3.63716372,3.62774743,3.647429269,3.499441048,3.516452188,3.664049274,3.584532776,3.563975299,3.651512323,3.855122504,3.782501248,3.710840541
ACAD8,3.800606205,3.802115374,3.920299234,3.846113179,3.868086598,4.287343467,4.293138139,4.064451889,4.000812201,4.199915588,4.054984088,4.266239978,4.133134163,4.105501594
ACAD9,5.562074004,5.645690729,5.546338812,5.545097784,5.547681082,4.933545857,5.149456902,5.147032791,4.953455852,5.069828196,5.307208299,5.453233052,5.386293759,5.324115441
ACADM,5.575046927,5.552694867,5.577502431,5.612153355,5.494042022,5.763800021,5.645550144,5.747860578,5.649090444,5.638938889,5.302947625,5.257751441,5.092276576,5.238508718
ACADS,4.626329399,4.805340425,4.85223565,4.709416834,4.733427761,5.375030298,5.34268679,5.237531887,5.174188314,5.243161236,5.360456872,5.387097818,5.29422712,5.30955403
ACADSB,5.559175222,5.599425423,5.539249401,5.625709021,5.597931005,5.539042245,5.519423959,5.621860212,5.646434536,5.577781363,5.27385418,5.059703349,5.146408055,5.149222684
ACADVL,8.541078532,8.488319443,8.534717287,8.523564921,8.56811636,9.0916232,9.135387272,9.022062494,8.968343955,9.099462163,8.874986621,8.929497165,8.842043888,8.767394281
ACAP2,5.372813189,5.382396527,5.280988627,5.443256109,5.348187961,5.53731222,5.480127832,5.611536932,5.677336865,5.553193588,5.002836631,4.910257338,5.006556032,5.03180528
ACAP3,4.81676382,4.627262968,4.733026776,4.663975947,4.785877921,5.374384434,5.374207503,5.36754742,5.431864015,5.466972798,5.794478534,5.761285252,5.817651202,5.729595123
ACAT1,6.16460344,6.131702973,6.173536805,6.174193169,6.138446999,5.697184733,5.629966364,5.855009924,5.74407227,5.588408133,5.580588007,5.517435369,5.506630668,5.417130891
ACAT2,5.858178548,5.821197431,5.933625981,5.888053785,5.830448189,4.935298564,4.932649849,5.047414286,5.024724425,5.0179888,5.660190765,5.453233052,5.532537387,5.56577198
ACBD3,6.474104083,6.470225407,6.504592915,6.444632488,6.422255402,6.903700979,6.811932122,6.821728424,6.773335011,6.755113333,6.722358811,6.574097978,6.619437213,6.558669516
ACBD4,4.781132647,4.866725887,4.8594984,4.722433649,4.824836733,5.418284229,5.238640655,5.180940598,5.157496804,5.274522206,5.16420935,5.41640571,5.079641091,5.158660669
ACBD5,6.954602116,6.908148436,6.848326399,6.901467873,6.79856413,7.402098086,7.325538504,7.419492003,7.386940499,7.337079647,6.312818495,6.145741318,6.334127001,6.214862171
ACBD6,5.671481608,5.721231447,5.730197175,5.685006039,5.692551026,5.166267609,5.231774192,5.175344351,5.132091767,5.095597908,5.437302766,5.297674843,5.492034455,5.472532351
ACBD7,2.042478697,2.401977241,2.086935129,2.243121994,2.218589256,1.206527144,1.698767576,1.720421873,2.06074014,1.441094433,1.493019361,1.265149639,1.234417591,1.449347511
ACCS,3.603662973,3.468197833,3.496639665,3.587664847,3.756866211,4.800441731,4.673603447,4.516460746,4.52792616,4.518412345,4.876640528,4.865419872,4.904437755,4.693435651
ACD,4.718853526,4.844229342,4.8584631,4.719019542,4.811404838,4.329271575,4.344965661,4.135342525,4.298496309,4.346631478,4.264495661,4.348911535,4.326525923,4.358751098
ACE,-0.552455508,-0.702023414,-0.631122423,-0.53387152,-0.860900512,1.059993308,0.271439632,-0.33867334,0.708278299,0.727655457,1.194942864,1.003443385,0.956785432,1.695558405
ACER2,1.991781641,2.160024455,1.906366981,1.930051367,1.816288293,1.509174434,2.212754979,2.128311227,2.412973128,1.877234513,2.065812289,1.578358308,2.080391695,2.409819684
ACER3,5.564966974,5.529563086,5.513172013,5.542782274,5.429016746,5.506990714,5.478678515,5.721222913,5.671470412,5.480890987,5.570875409,5.367937687,5.561486529,5.590707598
ACHE,-0.890010343,-1.428053579,-1.263279435,-1.779223569,-1.044096803,2.175736786,1.678710696,1.425858338,1.159486732,1.887105548,2.38888663,2.316148361,1.897553117,2.327009643
ACIN1,7.609557787,7.478479207,7.538116214,7.533868269,7.660412825,7.653833362,7.72094969,7.605420074,7.671727242,7.799618369,7.913261253,8.012411896,7.884910267,7.899788805
ACLY,9.935262296,9.909481863,9.908553481,9.909813314,9.984816427,9.439522851,9.599162633,9.507985058,9.485364577,9.53791301,9.668005307,9.507048231,9.615159649,9.714782425
ACMSD,-1.42022573,-1.902627244,-1.497689387,-1.842386092,-1.568269562,0.037287609,0.271439632,0.191404228,-0.159263178,-0.194186917,0.469336959,0.763882785,-0.063353337,0.295708605
ACO1,6.062366549,6.03645815,5.985285556,6.058743889,6.057912441,6.205196878,6.302757879,6.236285709,6.193507638,6.316374906,5.870585742,5.939132826,5.86032695,5.919216658
ACO2,6.763207669,6.832801509,6.789248052,6.728892518,6.780797893,6.564959788,6.706916147,6.616782384,6.576371301,6.65070058,6.492865274,6.455069711,6.43601152,6.363984736
ACOT1,3.395159155,3.45881961,3.320029565,3.142087329,3.281333161,2.945823988,3.013571211,2.863086936,2.745700495,2.811035291,3.217755109,2.915314564,3.516611204,3.1423837
ACOT11,2.899632572,2.908369701,3.132170371,2.87136173,2.97968757,2.950754061,3.281320056,3.197001804,3.057508972,3.307941874,3.027952467,3.287607439,3.257134279,3.226249906
ACOT13,5.182496442,5.291943147,5.252110416,5.274899881,5.259472553,5.034294208,4.986671681,4.941502881,4.985332657,4.92283067,4.890904559,4.986216692,4.892261399,4.823193742
ACOT2,5.912566043,5.945547365,5.992594298,5.896230079,5.922053556,5.715873862,5.660002227,5.577961754,5.519475229,5.659537153,5.613396828,5.705909338,5.716227667,5.572181248
ACOT4,0.919126133,1.015131067,0.906401807,0.849130414,0.910909851,0.807835607,0.687396314,0.864477714,0.602630457,0.138896906,2.685786113,2.522764073,2.689033649,2.252038276
ACOT7,6.195267507,6.381374058,6.3489087,6.216452489,6.242200099,5.584985558,5.74956253,5.734603224,5.864375994,5.651299801,5.504707173,5.555569804,5.454131625,5.63686837
ACOT8,3.780834846,3.897646521,3.798192735,3.804195224,3.818592057,4.251213314,4.254702439,4.060409497,3.904067478,4.260024059,3.506829596,3.768676204,3.389031962,3.546890452
ACOT9,6.243464932,6.193930835,6.244599805,6.216694598,6.163772453,5.962090453,6.100419221,6.081332365,6.037040577,5.994407423,6.186682143,6.103891011,6.214306773,6.17102021
ACOX1,6.228489952,6.161753548,6.118816907,6.267125779,6.275903371,6.818896816,6.777278025,6.786677439,6.857844613,6.861892461,7.172030327,7.274115918,7.009000055,7.107762584
ACOX2,1.779046743,2.225761237,1.754367757,1.867282988,1.963210257,-0.61110452,-0.127062502,0.33217525,0.602630457,-0.153145972,2.953796983,2.676028765,3.157061868,3.103674965
ACOX3,3.688349177,3.827039031,3.804657356,3.809341533,3.748080436,3.324260244,3.274654212,3.272330513,3.378789964,3.140611718,3.379084334,3.203641289,3.535723664,3.610796751
ACP1,7.054215723,7.07609298,7.127221918,7.106123537,7.051402812,6.942562331,6.807609535,6.889659482,6.859278901,6.817739352,7.063191689,7.053359796,7.086586698,7.130396242
ACP2,5.418313476,5.37999244,5.483260254,5.483250277,5.570784441,5.753405732,5.861667833,5.730792924,5.688353276,5.832710377,5.835617198,5.929000283,5.698111274,5.796526879
ACP6,4.037734423,4.030803695,3.959451882,4.00032497,4.05778039,4.298280824,4.335388762,4.290074904,4.216711565,4.390664876,4.682034346,4.621195684,4.864199596,4.670827473
ACRBP,-1.61600446,-1.902627244,-2.125519533,-1.180823587,-2.066596013,0.502070346,0.160114057,-0.139547836,0.048134091,0.171571765,0.342229004,0.912335126,-0.170735207,0.295708605
ACSF2,4.527462323,4.481261577,4.432685282,4.34228658,4.403810305,4.107822479,3.814530618,3.762459723,3.826411931,3.834602067,4.660548795,4.612177242,4.690987241,4.869908582
ACSF3,4.893567511,4.978208399,4.964267908,4.84902441,4.834829219,4.89533824,4.864368866,4.668938383,4.817220513,4.891299204,4.522617274,4.759947363,4.670392116,4.678005246
ACSL1,4.542217546,4.578821765,4.477879998,4.48177825,4.537286472,4.251213314,4.271539576,4.440733856,4.566369587,4.263817358,4.031999771,3.982527429,4.027784606,4.130134433
ACSL3,7.763560191,7.797387002,7.737675201,7.820203346,7.670677389,7.633464771,7.540139657,7.579525069,7.50324655,7.539379053,7.742865156,7.501142046,7.500359173,7.523410603
ACSL4,6.384421506,6.375653734,6.27362724,6.478140642,6.343662798,7.006690326,6.913310796,7.009297787,7.012806255,6.948699025,6.558673259,6.489458469,6.404402842,6.516915783
ACSL5,1.576057796,1.384833183,1.272514094,1.578702352,1.726109072,2.94380544,2.937498506,2.844165815,2.919129111,2.979251146,3.484428787,3.939913397,3.650582359,3.7782271
ACSM3,4.931049279,5.012758021,4.86259985,4.917349356,4.917081931,4.61604958,4.627262813,4.800784979,4.605183527,4.629895801,3.238919061,3.38824211,3.395320634,3.110764889
ACSS1,4.553914023,4.531949367,4.669512757,4.585158217,4.672512627,5.670600106,5.562474797,5.515144565,5.413236409,5.672144671,5.408839156,5.72827701,5.302615763,5.253000429
ACSS2,4.268208001,4.323815719,4.336326457,4.340510239,4.378985111,5.042448517,4.984630896,4.960065254,4.919759419,5.069828196,5.034019173,5.035621324,4.976462566,5.010166396
ACSS3,-1.331474537,-1.645913923,-1.00029726,-1.063290128,-0.777346407,-0.419724951,-0.09218166,-0.472835851,-0.926051232,-0.418975424,1.50790338,1.208831839,1.406174533,1.741959867
ACTA2,4.315355634,4.352301381,4.3917652,4.366055549,4.428215535,3.553802191,3.672161994,3.489328867,3.816994966,3.581558918,3.038241674,2.612326666,2.724429782,2.755723875
ACTB,12.03954769,12.03184471,12.09288666,11.99571687,12.09939369,11.40577975,11.54812987,11.46928396,11.49713124,11.48606457,11.62155207,11.58499718,11.45765811,11.70126042
ACTG1,12.55127257,12.5839387,12.64859014,12.56330553,12.65696342,12.45681114,12.42529419,12.42246455,12.42152032,12.37865911,12.52373584,12.51433888,12.47855831,12.65105592
ACTL6A,6.286165011,6.251942789,6.307023523,6.299031073,6.303450172,5.314366449,5.45307691,5.537855604,5.530226584,5.421000713,5.612785948,5.471300087,5.507356616,5.561897188
ACTL8,0.019732381,0.068707189,0.584491125,0.021732115,0.618721722,-2.259043967,-1.32089749,-1.632064492,-0.990730808,-2.195651123,-1.861134989,-2.604446468,-2.153284557,-1.86430458
ACTN1,8.551235009,8.553773224,8.593377623,8.496451406,8.578313207,7.892100903,8.148427386,8.035174458,8.049354141,8.098842127,7.972976257,7.87515446,7.935142223,8.210030605
ACTN4,11.13471049,11.13226635,11.17866391,11.09673943,11.21182179,10.88075144,11.12844931,11.00044436,11.04086809,11.0783808,11.19420841,11.03804908,11.17797057,11.26877008
ACTR10,5.494641249,5.48103498,5.525617562,5.581273247,5.324743692,6.012357075,5.807281263,5.980113708,5.881981766,5.760041708,5.344998504,5.465302846,5.285789415,5.396972859
ACTR1A,7.548201106,7.605198758,7.62362843,7.586337963,7.571453365,7.358022014,7.453521846,7.400429951,7.397443236,7.490440145,7.376184895,7.42773735,7.448572431,7.445988841
ACTR1B,5.450739209,5.521405806,5.522352812,5.434539756,5.488777749,5.85782624,5.868877545,5.782629239,5.73971801,5.724009084,5.809574124,5.893709723,5.762771666,5.70871951
ACTR2,9.297660809,9.233592062,9.265984328,9.332107317,9.242989818,8.958446571,8.983740956,9.103142683,9.062064622,8.958316604,8.747043615,8.650297059,8.631351587,8.740006523
ACTR3,8.112997321,8.112715,8.133119419,8.122862116,8.070773783,7.814945731,7.818125003,7.952112296,7.890364261,7.764740038,7.750512041,7.505532062,7.5777395,7.81768002
ACTR3B,2.984191258,3.213920596,3.176044734,3.031734547,3.1653571,2.5679875,2.358563807,2.388790283,2.24757972,2.388868047,2.762261824,2.957340721,2.898331942,2.804637798
ACTR5,4.195399076,4.246744351,4.255263817,4.237373603,4.250506726,3.644449768,3.920811708,3.632348303,3.795579328,3.869874156,4.097424496,4.123751662,4.321581367,4.256977301
ACTR6,5.632712885,5.61484225,5.626369995,5.658516618,5.58269308,5.368558618,5.21446368,5.297149228,5.234673943,5.075234977,4.766461022,4.837832894,4.834424486,4.875122628
